"customer_id","customer_name","recency_days","frequency","monetary_value","r_score","f_score","m_score","rfm_str","customer_segment"
"NB-18655","Nona Balk","20","9","1972.61","4","4","2","442","Champions"
"KN-16390","Katherine Nockton","20","9","2617.29","4","4","3","443","Champions"
"MW-18220","Mitch Webber","18","7","5341.900000000001","4","3","4","434","Loyal Customers"
"BP-11095","Bart Pistole","18","12","2442.05","4","4","3","443","Champions"
"GM-14455","Gary Mitchum","17","6","3078.63","4","3","3","433","Loyal Customers"
"DB-13060","Dave Brooks","17","7","4531.65","4","3","4","434","Loyal Customers"
"KL-16555","Kelly Lampkin","17","8","5016.47","4","4","4","444","Champions"
"MP-18175","Mike Pelletier","17","9","5087.93","4","4","4","444","Champions"
"BF-11170","Ben Ferrer","17","11","5907.97","4","4","4","444","Champions"
"LC-16885","Lena Creighton","17","12","7663.13","4","4","4","444","Champions"
"PL-18925","Paul Lucas","16","5","239.49","4","1","1","411","New Customers"
"KM-16660","Khloe Miller","16","5","453.54","4","2","1","421","New Customers"
"SS-20140","Saphhira Shifley","16","8","1324.03","4","3","2","432","Loyal Customers"
"AY-10555","Andy Yotov","15","4","497.02","4","1","1","411","New Customers"
"AR-10510","Andrew Roberts","15","5","264.87","4","1","1","411","New Customers"
"KM-16225","Kalyca Meade","15","6","2260.95","4","2","3","423","New Customers"
"RD-19810","Ross DeVincentis","15","8","1137.61","4","3","1","431","Loyal Customers"
"CA-12310","Christine Abelman","14","4","1421.96","4","1","2","412","New Customers"
"VF-21715","Vicky Freymann","14","5","847.95","4","2","1","421","New Customers"
"HR-14770","Hallie Redmond","14","5","1299.29","4","2","2","422","New Customers"
"GB-14575","Giulietta Baptist","14","5","4716.3","4","2","4","424","New Customers"
"LC-17140","Logan Currie","14","9","2633.57","4","4","3","443","Champions"
"AT-10735","Annie Thurman","14","10","3831.87","4","4","4","444","Champions"
"AI-10855","Arianne Irving","14","10","4375.79","4","4","4","444","Champions"
"DJ-13630","Doug Jacobs","13","3","3356.4","4","1","3","413","New Customers"
"HE-14800","Harold Engle","13","4","883.53","4","1","1","411","New Customers"
"DB-13660","Duane Benoit","13","7","1155.21","4","3","2","432","Loyal Customers"
"AH-10030","Aaron Hawkins","13","7","1744.7","4","3","2","432","Loyal Customers"
"BP-11290","Beth Paige","13","7","2475.16","4","3","3","433","Loyal Customers"
"TT-21460","Tonja Turnell","13","7","5364.8","4","3","4","434","Loyal Customers"
"RA-19915","Russell Applegate","13","9","4793.53","4","4","4","444","Champions"
"EP-13915","Emily Phan","13","17","5478.06","4","4","4","444","Champions"
"TS-21505","Tony Sayre","12","6","2243.28","4","2","2","422","New Customers"
"AC-10450","Amy Cox","12","7","5527.85","4","3","4","434","Loyal Customers"
"DK-13150","David Kendrick","11","2","797.83","4","1","1","411","New Customers"
"DK-13225","Dean Katz","11","9","4802.39","4","4","4","444","Champions"
"BD-11635","Brian Derr","10","3","582.65","4","1","1","411","New Customers"
"BN-11515","Bradley Nguyen","10","5","1459.34","4","2","2","422","New Customers"
"LP-17095","Liz Preis","10","7","3653.4","4","3","3","433","Loyal Customers"
"YS-21880","Yana Sorensen","10","8","6720.4400000000005","4","4","4","444","Champions"
"DB-13210","Dean Braden","10","10","2332.57","4","4","3","443","Champions"
"SE-20110","Sanjit Engle","10","11","12209.44","4","4","4","444","Champions"
"RB-19465","Rick Bensley","10","12","4715.47","4","4","4","444","Champions"
"PK-19075","Pete Kriz","10","12","8646.93","4","4","4","444","Champions"
"SK-19990","Sally Knutson","9","3","883.4100000000001","4","1","1","411","New Customers"
"SG-20080","Sandra Glassco","9","3","3406.58","4","1","3","413","New Customers"
"CM-12115","Chad McGuire","9","4","1661.6100000000001","4","1","2","412","New Customers"
"AG-10330","Alex Grayson","9","5","660.97","4","2","1","421","New Customers"
"JM-15655","Jim Mitchum","9","5","864.95","4","2","1","421","New Customers"
"SR-20425","Sharelle Roach","9","5","3233.48","4","2","3","423","New Customers"
"JL-15130","Jack Lebron","9","6","1214.95","4","2","2","422","New Customers"
"CM-12190","Charlotte Melton","9","6","1475.14","4","2","2","422","New Customers"
"JP-15520","Jeremy Pistek","9","7","3635.59","4","3","3","433","Loyal Customers"
"TP-21130","Theone Pippenger","9","9","4454.06","4","4","4","444","Champions"
"DK-12985","Darren Koutras","8","5","1687.03","4","2","2","422","New Customers"
"MF-18250","Monica Federle","8","5","1758.3","4","2","2","422","New Customers"
"JB-16045","Julia Barnett","8","5","2518.11","4","2","3","423","New Customers"
"GZ-14470","Gary Zandusky","8","9","4355.15","4","4","4","444","Champions"
"JB-15400","Jennifer Braxton","8","10","1791.6200000000001","4","4","2","442","Champions"
"FM-14215","Filia McAdams","8","10","2456.64","4","4","3","443","Champions"
"MM-17920","Michael Moore","8","11","3794.07","4","4","4","444","Champions"
"NS-18505","Neola Schneider","7","4","2575.87","4","1","3","413","New Customers"
"JL-15175","James Lanier","7","5","1571.52","4","2","2","422","New Customers"
"AC-10615","Ann Chong","7","5","2537.69","4","2","3","423","New Customers"
"RM-19675","Robert Marley","7","5","5979.09","4","2","4","424","New Customers"
"AR-10540","Andy Reiter","7","6","6608.45","4","3","4","434","Loyal Customers"
"HG-15025","Hunter Glantz","7","7","3690.28","4","3","3","433","Loyal Customers"
"NC-18535","Nick Crebassa","7","7","8241.74","4","3","4","434","Loyal Customers"
"RF-19840","Roy Französisch","7","8","945.2199999999999","4","3","1","431","Loyal Customers"
"DP-13105","Dave Poirier","7","8","2214.9900000000002","4","3","2","432","Loyal Customers"
"AH-10210","Alan Hwang","7","9","4805.35","4","4","4","444","Champions"
"CS-12355","Christine Sundaresam","7","11","3202.16","4","4","3","443","Champions"
"JH-15430","Jennifer Halladay","6","4","309.29","4","1","1","411","New Customers"
"GD-14590","Giulietta Dortch","6","4","1888.0800000000002","4","1","2","412","New Customers"
"JW-15955","Joni Wasserman","6","7","1244.09","4","3","2","432","Loyal Customers"
"FH-14365","Fred Hopkins","6","8","6987.2","4","4","4","444","Champions"
"CV-12805","Cynthia Voltz","6","9","2370.33","4","4","3","443","Champions"
"RA-19285","Ralph Arnett","6","9","2617.89","4","4","3","443","Champions"
"MH-18115","Mick Hernandez","6","9","5503.09","4","4","4","444","Champions"
"GA-14725","Guy Armstrong","6","11","1398.3899999999999","4","4","2","442","Champions"
"YC-21895","Yoseph Carroll","5","5","5454.349999999999","4","2","4","424","New Customers"
"TC-21535","Tracy Collins","5","7","742.5500000000001","4","3","1","431","Loyal Customers"
"KB-16240","Karen Bern","5","7","3152.61","4","3","3","433","Loyal Customers"
"PO-18850","Patrick O'Brill","5","11","7473.839999999999","4","4","4","444","Champions"
"DR-12880","Dan Reichenbach","4","9","6528.03","4","4","4","444","Champions"
"GH-14665","Greg Hansen","3","2","146.94","4","1","1","411","New Customers"
"PC-18745","Pamela Coakley","3","4","1832.07","4","1","2","412","New Customers"
"LO-17170","Lori Olson","3","5","644.35","4","2","1","421","New Customers"
"JG-15310","Jason Gross","3","6","2240.58","4","2","2","422","New Customers"
"JF-15415","Jennifer Ferguson","3","6","2371.45","4","2","3","423","New Customers"
"EH-14005","Erica Hernandez","3","7","1219.52","4","3","2","432","Loyal Customers"
"KH-16690","Kristen Hastings","3","7","5990.79","4","3","4","434","Loyal Customers"
"SV-20935","Susan Vittorini","3","8","1903.49","4","3","2","432","Loyal Customers"
"CS-12400","Christopher Schild","3","9","3651.86","4","4","3","443","Champions"
"HM-14860","Harry Marie","3","10","8236.76","4","4","4","444","Champions"
"KH-16360","Katherine Hughes","2","6","3100.6","4","3","3","433","Loyal Customers"
"KB-16600","Ken Brennan","2","7","983.9300000000001","4","3","1","431","Loyal Customers"
"BS-11755","Bruce Stewart","2","7","2562.38","4","3","3","433","Loyal Customers"
"MC-17845","Michael Chen","2","7","3805.71","4","3","4","434","Loyal Customers"
"BP-11185","Ben Peterman","2","9","3675.86","4","4","3","443","Champions"
"JG-15160","James Galang","2","11","6366.4","4","4","4","444","Champions"
"EB-13975","Erica Bern","1","4","1643.26","4","1","2","412","New Customers"
"JM-15580","Jill Matthias","1","5","303.94","4","2","1","421","New Customers"
"PO-18865","Patrick O'Donnell","1","7","2493.22","4","3","3","433","Loyal Customers"
"CC-12430","Chuck Clark","1","10","2870.05","4","4","3","443","Champions"
